Majority.protein.IDs	Intensity_100fmolR1	Intensity_100fmolR2	Intensity_100fmolR3	Intensity_10fmolR1	Intensity_10fmolR2	Intensity_10fmolR3	organism	Protein.names	Gene.names	Peptides	Razor...unique.peptides	Unique.peptides	id
P52488	25.3209	25.2976	25.2251	NA	25.1854	25.1199	yeast	Ubiquitin-activating enzyme E1-like	UBA2	1	1	1	761
P52490	24.0696	24.1507	23.9995	23.8669	23.7715	23.671	yeast	Ubiquitin-conjugating enzyme E2 13	UBC13	2	2	2	762
P52553	23.055	22.8726	23.0144	23.2424	23.1087	23.2516	yeast	Prefoldin subunit 6	YKE2	1	1	1	763
P52893	22.9515	23.2548	23.2711	20.729	22.9737	23.1091	yeast	Probable alanine aminotransferase, mitochondrial	ALT1	2	2	2	764
P52910	27.7838	27.8893	27.7134	27.2835	27.5965	27.6028	yeast	Acetyl-coenzyme A synthetase 2	ACS2	16	16	16	765
P53081	23.2263	22.267	23.4459	22.9088	22.8047	22.6274	yeast	NGG1-interacting factor 3	NIF3	2	2	2	766
P53090	28.0626	28.0616	28.0219	27.3994	27.9454	27.9573	yeast	Aromatic/aminoadipate aminotransferase 1	ARO8	16	16	16	767
P53111	23.2554	23.3065	23.2177	NA	23.0362	23.0199	yeast	NADPH-dependent aldehyde reductase ARI1	ARI1	1	1	1	768
P53141	26.3201	26.3741	25.3298	25.6708	26.1587	26.0515	yeast	Myosin light chain 1	MLC1	6	6	6	769
P53152	24.9593	24.6554	24.6587	24.7489	24.5523	24.6124	yeast	Ubiquitin-conjugating enzyme variant MMS2	MMS2	2	2	2	770
P53163	22.7105	22.7661	22.7972	22.6718	22.6866	22.708	yeast	54S ribosomal protein L12, mitochondrial	MNP1	1	1	1	771
P53173	22.8252	23.2345	23.0558	NA	22.9188	22.5781	yeast	ER-derived vesicles protein ERV14	ERV14	1	1	1	773
P53184	28.2579	27.9521	27.8416	27.7092	27.9399	27.9665	yeast	Nicotinamidase	PNC1	6	6	6	774
P53221	24.5622	24.4511	24.5419	24.5225	24.5219	24.514	yeast	60S ribosomal protein L26-B	RPL26B	6	6	2	775
P53228	22.7696	22.64	22.6713	NA	22.2394	22.808	yeast	Transaldolase NQM1	NQM1	2	2	2	776
P53235	23.3425	24.0701	23.8213	22.2936	23.4852	23.4929	yeast	Eukaryotic translation initiation factor 2A	YGR054W	3	3	3	777
P53250	22.0938	21.9454	22.0412	20.3453	21.9612	21.8031	yeast	Twinfilin-1	TWF1	2	2	2	778
P53252	27.2047	27.1834	27.1674	26.9692	26.9381	26.871	yeast	Sphingolipid long chain base-responsive protein PIL1	PIL1	11	11	10	779
P53272	26.8779	26.8938	26.7265	26.5523	26.5572	26.5667	yeast	Uncharacterized protein YGR122W		1	1	1	780
"P53281;REV__P40040"	23.1565	23.8731	23.3199	23.3996	23.2689	23.4625	yeast	LAS seventeen-binding protein 1	LSB1	2	2	2	781
P53297	23.2757	23.0773	22.9431	22.1746	23.0391	22.0195	yeast	PAB1-binding protein 1	PBP1	3	3	3	782
P53301	26.3747	26.2786	26.5499	26.2161	25.8849	26.227	yeast	Probable glycosidase CRH1	CRH1	8	8	8	783
P53303	25.2549	25.2022	25.1896	25.2647	25.0637	25.0419	yeast	Zinc finger protein ZPR1	ZPR1	3	3	3	784
P53312	25.7673	25.406	25.7201	25.5501	25.4986	25.4128	yeast	Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial	LSC2	6	6	6	785
P53315	23.3672	23.465	23.2101	23.1876	23.2454	23.2819	yeast	6-phosphogluconolactonase 4	SOL4	1	1	1	786
P53332	21.3132	21.2343	21.4046	NA	21.4703	21.0308	yeast	Phosphopantetheine adenylyltransferase	CAB4	1	1	1	787
P53549	23.6444	23.6548	23.5243	21.6538	23.9495	23.4265	yeast	26S protease subunit RPT4	RPT4	4	4	3	788
P53598	25.6368	25.6035	25.4408	25.4415	25.4409	25.6992	yeast	Succinyl-CoA ligase [ADP-forming] subunit alpha, mitochondrial	LSC1	4	4	4	789
P53599	24.3405	24.3805	24.3306	24.3719	24.3651	24.442	yeast	MAP kinase kinase kinase SSK2	SSK2	1	1	1	790
P53622	25.4564	25.4077	25.132	22.8163	25.2022	25.1529	yeast	Coatomer subunit alpha	COP1	5	5	5	791
P53691	26.2446	26.3844	26.3153	26.1737	25.9015	25.8723	yeast	Peptidyl-prolyl cis-trans isomerase CPR6	CPR6	4	4	4	792
P53731	24.5881	24.4668	24.3097	20.9247	24.0614	24.1635	yeast	Actin-related protein 2/3 complex subunit 2	ARC35	4	4	4	793
P53834	23.983	23.8849	23.5609	23.5151	23.7934	23.7114	yeast	Hsp90 co-chaperone HCH1	HCH1	1	1	1	794
P53839	26.4341	26.6024	26.7758	26.0218	26.207	26.1403	yeast	Glyoxylate reductase 1	GOR1	8	8	8	795
P53849	22.2327	23.4916	23.6651	NA	22.2793	22.1822	yeast	Zinc finger protein GIS2	GIS2	2	2	2	796
P53852	24.8753	24.1699	24.1167	24.7187	24.3337	26.1309	yeast	Cysteine--tRNA ligase		7	7	7	797
P53870	25.1434	25.1489	25.1275	24.767	24.7103	23.1356	yeast	Uncharacterized protein YNL193W		2	2	2	800
P53909	22.839	22.8983	22.9656	NA	23.346	22.9369	yeast	Adenine deaminase	AAH1	1	1	1	802
P53912	27.2318	27.1894	27.228	26.4541	27.0155	26.8358	yeast	Uncharacterized protein YNL134C		8	8	7	803
P53914	21.0811	21.1777	21.081	NA	20.9555	20.9533	yeast	UPF0202 protein KRE33	KRE33	1	1	1	804
P53981	24.5275	24.7468	24.5678	24.5424	24.285	24.4451	yeast	Uncharacterized phosphatase YNL010W		2	2	2	805
P54113	25.5532	25.6833	25.6139	23.9984	25.364	25.346	yeast	"Bifunctional purine biosynthesis protein ADE16;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase"	ADE16	13	13	11	806
P54115	28.6381	28.6659	28.7012	28.1929	28.4221	28.4389	yeast	Magnesium-activated aldehyde dehydrogenase, cytosolic	ALD6	20	20	20	807
P54838	25.773	25.7559	25.7423	25.4673	25.4969	25.191	yeast	Dihydroxyacetone kinase 1	DAK1	6	6	6	808
P54839	28.7064	28.5886	28.6419	28.3578	28.4624	28.3845	yeast	Hydroxymethylglutaryl-CoA synthase	ERG13	15	15	15	809
P54885	23.4127	23.4025	23.4377	23.8022	22.6208	22.7547	yeast	Gamma-glutamyl phosphate reductase	PRO2	3	3	3	810
P57744	21.6651	22.1798	22.2121	21.6953	21.2906	NA	yeast	Mitochondrial import inner membrane translocase subunit TIM8	TIM8	2	2	2	811
P61830	26.7133	26.6741	26.7093	26.3143	26.4365	26.4133	yeast	Histone H3	HHT1	2	2	2	813
P80235	21.9943	22.022	21.9689	21.8617	21.4866	21.7308	yeast	Putative mitochondrial carnitine O-acetyltransferase	YAT1	1	1	1	814
P89886	23.3669	23.0664	23.2021	23.7662	23.6104	23.6642	yeast	Translation machinery-associated protein 20	TMA20	3	3	3	815
Q00055	25.8604	25.8726	25.2243	25.0279	24.9716	24.9771	yeast	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1	GPD1	6	6	5	816
Q00711	24.4299	24.5714	23.4904	21.2023	22.068	23.5792	yeast	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDH1	6	6	6	817
Q00764	25.7069	25.5774	25.3671	24.9993	25.4029	25.0843	yeast	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit	TPS1	6	6	6	818
Q00955	26.9855	26.9785	26.9769	26.5189	26.9139	26.905	yeast	"Acetyl-CoA carboxylase;Biotin carboxylase"	ACC1	22	22	22	819
Q01519	24.4783	24.5666	24.6117	24.0716	24.3822	24.3477	yeast	Cytochrome c oxidase subunit 6B	COX12	2	2	2	820
Q01560	26.5415	26.6883	26.6299	26.1222	26.5741	26.5852	yeast	Nucleolar protein 3	NPL3	5	5	5	821
Q01574	24.1997	24.1649	24.2211	23.204	24.2771	24.2232	yeast	Acetyl-coenzyme A synthetase 1	ACS1	4	4	4	822
Q01662	22.1482	21.9741	22.1895	22.2623	22.1949	22.1187	yeast	Methionine aminopeptidase 1	MAP1	1	1	1	824
Q01855	27.8958	27.895	27.9341	27.4761	27.4071	27.5042	yeast	40S ribosomal protein S15	RPS15	2	2	2	825
Q01939	22.971	22.5268	22.6446	22.6467	22.747	22.8221	yeast	26S protease regulatory subunit 8 homolog	RPT6	3	2	2	826
Q01976	23.5368	23.2989	23.3974	22.7473	22.7036	22.6714	yeast	ADP-ribose pyrophosphatase	YSA1	2	2	2	827
Q02196	21.5697	21.5255	NA	21.6738	21.234	20.9922	yeast	Adenylyl-sulfate kinase	MET14	1	1	1	828
Q02326	25.9489	25.8697	26.1532	24.8332	25.7513	25.7309	yeast	60S ribosomal protein L6-A	RPL6A	10	10	4	830
Q02486	24.2262	24.1709	24.1238	23.2624	23.5022	23.6407	yeast	ARS-binding factor 2, mitochondrial	ABF2	3	3	3	831
Q02725	23.0451	22.9719	22.8422	22.4318	22.9892	22.805	yeast	Vacuolar transporter chaperone 3	VTC3	3	3	2	832
"Q02753;Q12672"	27.4815	27.5415	27.537	27.1565	27.1785	27.2056	yeast	"60S ribosomal protein L21-A;60S ribosomal protein L21-B"	"RPL21A;RPL21B"	6	6	6	833
Q02785	23.2542	22.9713	22.9343	NA	22.9145	22.5919	yeast	ATP-dependent permease PDR12	PDR12	1	1	1	834
Q02805	22.8004	22.4602	22.734	22.7483	22.8655	22.7262	yeast	Protein ROD1	ROD1	1	1	1	835
Q02821	24.3926	24.4109	24.3205	23.7501	24.2845	24.6042	yeast	Importin subunit alpha	SRP1	4	4	4	836
Q03048	28.2411	28.1917	28.1106	28.1526	28.1157	28.0905	yeast	Cofilin	COF1	4	4	4	837
Q03102	24.801	24.7787	24.8239	23.6721	24.6096	24.4873	yeast	Uncharacterized membrane protein YML131W		3	3	3	838
Q03104	23.9315	23.0276	23.2918	22.4851	23.3781	23.0532	yeast	Meiotic sister chromatid recombination protein 1	MSC1	4	4	4	839
Q03161	26.5427	26.4672	26.394	26.0705	26.1183	26.1921	yeast	Glucose-6-phosphate 1-epimerase		6	6	6	840
Q03195	24.9012	24.7207	24.7676	22.9308	24.5064	24.2797	yeast	Translation initiation factor RLI1	RLI1	5	5	5	841
Q03262	21.7176	21.5262	21.7302	NA	21.2973	21.1647	yeast	Phosphoglucomutase-3	PGM3	1	1	1	842
Q03558	27.7588	27.7178	27.6119	27.0644	27.3091	27.3819	yeast	NADPH dehydrogenase 2	OYE2	15	15	15	843
Q03655	22.2941	22.2364	22.1949	NA	21.833	21.6434	yeast	Probable 1,3-beta-glucanosyltransferase GAS3	GAS3	1	1	1	844
Q03690	26.2742	26.0575	26.1867	26.0168	26.2164	25.9412	yeast	Clustered mitochondria protein 1	CLU1	10	10	10	845
Q03862	23.2539	23.1481	23.191	21.3412	23.0603	23.0136	yeast	Probable metalloprotease ARX1	ARX1	3	3	3	846
Q03921	24.7673	24.7231	24.7369	24.4928	24.3896	24.7233	yeast	Protein dopey	DOP1	2	2	2	847
Q03940	24.0261	23.3019	23.9229	24.0375	23.9307	23.9914	yeast	RuvB-like protein 1	RVB1	7	7	7	848
"Q04214;Q12490;Q03964;Q04215;Q12266"	NA	NA	NA	21.9719	21.7435	21.7081	yeast	"Transposon Ty1-MR1 Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-BL Gag-Pol polyprotein;Capsid protein;Ty1 protease;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty1-DR2 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-MR1 Gag polyprotein;Capsid protein;Gag-p4;Transposon Ty1-BL Gag polyprotein;Capsid protein;Gag-p4"	"TY1B-MR1;TY1B-BL;TY1A-DR2;TY1A-MR1;TY1A-BL"	1	1	1	849
Q04013	22.5152	22.6229	22.5534	22.0605	22.2205	22.4069	yeast	Mitochondrial DNA replication protein YHM2	YHM2	3	3	3	850
Q04062	23.1576	23.2679	23.0374	22.8214	22.4061	23.0178	yeast	26S proteasome regulatory subunit RPN9	RPN9	2	2	2	851
Q04178	22.9733	23.0626	22.7658	22.9031	22.8392	22.809	yeast	Hypoxanthine-guanine phosphoribosyltransferase	HPT1	2	2	2	852
Q04304	22.3796	21.4546	22.0644	NA	21.7444	21.4698	yeast	UPF0659 protein YMR090W		2	2	2	853
Q04336	20.419	20.5299	20.8576	NA	20.744	20.3991	yeast	Uncharacterized protein YMR196W		1	1	1	854
Q04338	23.4016	NA	NA	22.6737	23.4794	22.3682	yeast	t-SNARE VTI1	VTI1	2	2	2	855
Q04341	23.2664	23.0698	23.0323	23.8011	23.3225	23.3864	yeast	Mitochondrial intermembrane space cysteine motif-containing protein MIC14	MIC14	2	2	2	856
Q04344	24.234	22.0544	22.6206	NA	23.8463	22.5883	yeast	Hit family protein 1	HNT1	2	2	2	857
Q04371	23.108	22.9127	22.7527	NA	22.8739	22.7162	yeast	UPF0364 protein YMR027W		1	1	1	858
Q04409	25.7001	25.4172	25.6853	25.2602	25.4411	25.1542	yeast	Putative glucokinase-2	EMI2	9	8	8	859
Q04432	28.1179	28.0705	27.5127	27.895	28.0069	27.9648	yeast	Probable chaperone protein HSP31	HSP31	9	9	9	860
Q04491	24.9707	24.871	25.0283	24.6035	24.6136	25.1355	yeast	Protein transport protein SEC13	SEC13	5	5	5	861
Q04869	25.4706	25.4547	25.4073	24.4285	24.6993	24.6287	yeast	Uncharacterized protein YMR315W		3	3	3	863
Q04894	25.2731	25.0031	25.0491	23.9789	25.0728	25.1858	yeast	NADP-dependent alcohol dehydrogenase 6	ADH6	5	5	5	864
Q04947	26.1147	25.9327	25.6656	25.5016	25.4775	25.368	yeast	Reticulon-like protein 1	RTN1	5	5	5	865
Q04951	24.1985	24.0266	24.7331	23.4358	24.0934	24.5414	yeast	Probable family 17 glucosidase SCW10	SCW10	4	4	4	866
Q05016	27.6968	27.7232	27.8174	27.3857	27.5145	27.658	yeast	Uncharacterized oxidoreductase YMR226C		11	11	11	867
Q05506	26.1104	26.1961	26.4148	25.9858	25.9785	25.6884	yeast	Arginine--tRNA ligase, cytoplasmic		15	15	14	868
Q05515	23.9777	23.7679	23.8498	22.6054	23.6213	23.5522	yeast	Survival factor 1	SVF1	2	2	2	869
Q05775	23.5671	23.8438	24.0803	23.13	23.5988	23.5305	yeast	Eukaryotic translation initiation factor 3 subunit J	HCR1	3	3	3	870
Q05785	21.0116	NA	NA	20.7919	21.0022	20.8551	yeast	Epsin-2	ENT2	1	1	1	871
Q05911	23.9141	24.0304	23.964	22.5663	23.1175	24.0075	yeast	Adenylosuccinate lyase	ADE13	4	4	4	872
Q05933	23.8768	23.3803	23.4185	23.2775	23.1865	23.5653	yeast	Actin-related protein 2/3 complex subunit 3	ARC18	3	3	3	873
Q06103	22.9529	22.3666	21.9607	22.0922	22.069	21.8895	yeast	26S proteasome regulatory subunit RPN7	RPN7	2	2	2	874
Q06142	22.7035	22.7169	22.8183	22.5469	22.6212	22.4909	yeast	Importin subunit beta-1	KAP95	1	1	1	875
Q06146	22.3265	21.987	22.019	23.3672	22.076	22.0845	yeast	Uncharacterized protein YLR257W	YLR257W	2	2	2	876
Q06151	25.624	25.4286	25.3916	25.3264	25.4894	25.4328	yeast	m7GpppX diphosphatase	DCS1	7	7	6	877
Q06252	25.1926	23.1158	24.973	24.6567	24.7282	24.6486	yeast	Uncharacterized protein YLR179C		4	4	4	879
Q06405	22.4591	22.5581	22.5178	NA	22.0757	22.1055	yeast	ATP synthase subunit f, mitochondrial	ATP17	1	1	1	880
Q06408	25.0865	25.0009	24.8173	23.7227	24.2912	24.671	yeast	Transaminated amino acid decarboxylase	ARO10	6	6	6	881
Q06440	22.2823	19.1187	19.091	19.6921	22.8087	19.5809	yeast	Coronin-like protein	CRN1	3	3	3	882
Q06449	22.1382	22.1776	21.9	NA	22.0166	21.8089	yeast	[PSI+] inducibility protein 3	PIN3	1	1	1	883
Q06494	20.3619	20.8221	20.5253	NA	19.7927	NA	yeast	Putative pyridoxal reductase	YPR127W	2	2	2	884
Q06505	21.0131	20.8253	21.2127	21.0366	20.8106	20.6655	yeast	Transcription factor SPN1	SPN1	1	1	1	885
Q06523	24.8819	23.5516	23.5471	23.0041	24.8864	24.9653	yeast	Uncharacterized protein YPR148C	YPR148C	4	4	4	886
Q06685	18.6275	18.5693	18.7391	21.4381	17.0711	20.8639	yeast	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	VIP1	2	2	2	888
Q07505	25.0126	25.2309	25.1524	24.5653	25.1321	25.1162	yeast	Putative carboxymethylenebutenolidase	YDL086W	4	4	4	890
Q07551	26.2614	26.1739	26.1962	26.0916	26.0896	26.1217	yeast	NADPH-dependent alpha-keto amide reductase		5	5	5	891
Q07648	21.3769	21.7589	21.5108	NA	20.8066	20.9874	yeast	D-tyrosyl-tRNA(Tyr) deacylase	DTD1	1	1	1	893
Q07653	18.2061	17.3136	18.8504	NA	16.7102	16.0089	yeast	Protein HBT1	HBT1	2	2	2	894
Q07799	24.1757	24.3668	24.3347	23.9567	24.1374	24.0277	yeast	Uncharacterized protein YLL007C		1	1	1	896
Q08193	25.096	25.0086	24.9948	24.9417	24.9458	24.98	yeast	1,3-beta-glucanosyltransferase GAS5	GAS5	4	4	4	897
Q08220	21.4497	22.4221	22.9883	22.277	22.9637	22.6093	yeast	Glutathione synthetase	GSH2	2	2	2	898
Q08245	28.3917	28.4084	28.4662	27.6593	27.6753	27.6773	yeast	Protein ZEO1	ZEO1	10	10	10	899
Q08412	21.7923	22.3755	22.4062	21.829	22.0234	22.1596	yeast	Ubiquitin-binding protein CUE5	CUE5	1	1	1	900
Q08723	24.2804	24.504	23.7959	22.5942	24.3431	23.9718	yeast	26S proteasome regulatory subunit RPN8	RPN8	4	4	4	901
Q08971	24.3557	23.6135	23.5925	23.2627	23.954	23.5453	yeast	UPF0368 protein YPL225W	YPL225W	3	3	3	902
Q08972	25.3297	24.8789	24.4374	24.2465	24.5394	24.4114	yeast	[NU+] prion formation protein 1	NEW1	8	8	8	903
Q08977	25.9751	25.4912	25.6821	25.3899	25.8217	25.9935	yeast	UPF0662 protein YPL260W	YPL260W	7	7	7	904
Q08985	24.3372	24.3318	24.1999	NA	23.7584	23.4748	yeast	Homocysteine S-methyltransferase 2	SAM4	3	3	3	905
Q12044	22.2833	22.0477	22.7534	NA	23.1381	21.1862	yeast	Regulator of calcineurin 2	RCN2	3	3	3	906
Q12074	26.1924	26.0519	26.1013	25.8144	25.9753	25.9361	yeast	Spermidine synthase	SPE3	6	6	6	907
"Q12091;P47104"	23.6565	23.5861	23.4935	20.9656	23.2047	23.5204	yeast	"Damage response protein 1;Regulator of V-ATPase in vacuolar membrane protein 1"	"DAP1;RAV1"	2	2	2	908
Q12109	23.1087	23.4641	22.6028	23.8597	22.4288	23.7061	yeast	Tryptophan--tRNA ligase, cytoplasmic	WRS1	2	2	2	909
"Q12117;P38079"	22.9014	22.7101	22.5773	21.9146	23.5925	23.4539	yeast	"Protein MRH1;Protein YRO2"	"MRH1;YRO2"	2	2	2	910
Q12118	26.4809	26.1934	26.1437	25.4277	26.1086	26.1298	yeast	Small glutamine-rich tetratricopeptide repeat-containing protein 2	SGT2	8	8	8	911
"Q12122;P48570"	25.8886	25.9155	25.8489	25.8028	25.7471	25.7608	yeast	"Homocitrate synthase, mitochondrial;Homocitrate synthase, cytosolic isozyme"	"LYS21;LYS20"	8	8	8	912
Q12123	22.1627	21.7313	21.7676	NA	21.0758	22.1032	yeast	Protein DCS2	DCS2	2	1	1	913
Q12159	24.6092	24.6713	24.5634	23.4986	24.4786	24.4198	yeast	RNA annealing protein YRA1	YRA1	2	2	2	914
Q12164	22.2664	22.2316	22.2604	NA	NA	NA	yeast	Pore membrane protein of 33 kDa	POM33	1	1	1	915
Q12165	24.7275	24.6863	24.7776	24.603	24.5364	24.6137	yeast	ATP synthase subunit delta, mitochondrial	ATP16	2	1	1	916
"Q12213;P05737"	29.1925	29.127	29.1192	28.7634	28.8759	28.6973	yeast	"60S ribosomal protein L7-B;60S ribosomal protein L7-A"	"RPL7B;RPL7A"	17	17	17	917
Q12230	26.721	26.5962	26.8854	25.681	26.3694	26.1985	yeast	Sphingolipid long chain base-responsive protein LSP1	LSP1	10	9	9	918
Q12250	23.8475	23.9152	23.7743	21.6131	23.6606	23.6612	yeast	26S proteasome regulatory subunit RPN5	RPN5	2	2	2	919
Q12265	22.4324	22.2392	22.1425	22.3546	22.128	21.8927	yeast	Ribose-phosphate pyrophosphokinase 5	PRS5	1	1	1	920
Q12285	21.7929	21.7051	22.011	21.5185	21.7791	21.3902	yeast	Ubiquitin-like protein MDY2	MDY2	1	1	1	921
Q12305	27.0672	26.8387	26.7464	26.353	26.7674	26.6613	yeast	Thiosulfate sulfurtransferase RDL1, mitochondrial	RDL1	6	6	6	922
Q12306	25.2576	25.1361	25.1084	24.9779	25.1483	25.0394	yeast	Ubiquitin-like protein SMT3	SMT3	3	3	3	923
Q12314	24.5161	24.3139	24.4949	23.8776	24.4086	24.3072	yeast	Uncharacterized protein YOR021C		4	4	4	924
Q12329	22.7959	22.6907	22.771	21.5609	22.4613	22.3468	yeast	Heat shock protein 42	HSP42	3	3	3	925
Q12335	26.9121	26.9203	26.8942	26.8557	26.7292	26.7593	yeast	Protoplast secreted protein 2	PST2	6	6	6	926
Q12349	22.1978	22.2974	22.2805	21.5775	21.8633	21.65	yeast	ATP synthase subunit H, mitochondrial	ATP14	1	1	1	927
Q12363	27.5603	27.8142	27.7443	27.0573	27.6038	27.2999	yeast	Transcriptional modulator WTM1	WTM1	11	11	11	928
Q12377	23.2082	22.3677	22.443	NA	22.0169	22.3267	yeast	26S proteasome regulatory subunit RPN6	RPN6	2	2	2	929
Q12408	24.3592	24.3542	24.2282	22.5049	24.0171	24.4863	yeast	Phosphatidylglycerol/phosphatidylinositol transfer protein	NPC2	2	2	2	930
Q12428	24.228	23.9761	24.1247	NA	24.0223	23.9871	yeast	Probable 2-methylcitrate dehydratase	PDH1	3	3	3	931
Q12443	24.6268	24.4522	24.3817	24.3028	24.4914	24.4059	yeast	Reticulon-like protein 2	RTN2	2	2	2	932
Q12447	26.3375	25.9217	25.9771	25.9313	26.0199	26.0298	yeast	Polyamine N-acetyltransferase 1	PAA1	7	7	7	933
Q12449	24.4717	24.4508	24.5996	24.2831	24.2468	24.2081	yeast	Hsp90 co-chaperone AHA1	AHA1	4	4	4	934
Q12458	24.9922	24.8293	24.9463	24.3162	25.1073	24.8795	yeast	Putative reductase 1	YPR1	7	7	5	935
Q12460	24.4136	24.3036	24.3005	23.9349	24.3972	24.4338	yeast	Nucleolar protein 56	NOP56	4	4	4	936
Q12464	24.0669	23.9492	23.7386	22.0937	24.3164	23.2251	yeast	RuvB-like protein 2	RVB2	4	4	4	937
Q12513	25.0032	23.65	23.5557	23.7111	24.4289	24.4724	yeast	Translation machinery-associated protein 17	TMA17	3	3	3	938
Q12532	21.1979	21.4211	21.2118	21.4961	22.5131	21.5411	yeast	Translation-associated element 2	TAE2	1	1	1	939
Q12680	21.3784	22.2522	21.6724	NA	NA	NA	yeast	Glutamate synthase [NADH]	GLT1	2	2	2	940
Q2V2P9	21.7842	22.0764	21.9864	21.3891	21.9019	21.8289	yeast	Uncharacterized protein YDR119W-A	YDR119W-A	1	1	1	941
Q3E754	25.4219	25.3957	25.3432	25.3196	25.1633	25.3164	yeast	40S ribosomal protein S21-B	RPS21B	6	6	1	942
Q3E7Z5	21.2368	21.0896	21.9402	21.2332	21.3448	20.9967	yeast	Uncharacterized protein YIL002W-A	YIL002W-A	1	1	1	943
Q3E841	26.7619	26.7571	26.7027	26.8102	26.6126	26.5388	yeast	Uncharacterized protein YNR034W-A	YNR034W-A	5	5	5	944
Q6Q546	23.0124	22.0379	22.2659	NA	21.5031	21.3312	yeast	Ubiquitin-like modifier HUB1	HUB1	1	1	1	945
Q6Q547	21.5314	21.2758	21.323	20.5995	20.6391	20.7194	yeast	H/ACA ribonucleoprotein complex subunit 3	NOP10	1	1	1	946
Q86ZR7	21.7213	21.8077	22.1782	NA	20.5008	NA	yeast	Putative uncharacterized hydrolase YKL033W-A	YKL033W-A	2	2	2	947
Q99258	23.2533	23.3713	22.3686	22.7457	22.892	22.649	yeast	3,4-dihydroxy-2-butanone 4-phosphate synthase	RIB3	2	2	2	948
Q99383	20.3852	21.7322	21.4689	NA	21.5657	21.8039	yeast	Nuclear polyadenylated RNA-binding protein 4	HRP1	1	1	1	949
Q9ZZX7	22.6368	22.6213	22.5224	22.5693	22.5213	22.4089	yeast	Putative uncharacterized protein Q0032, mitochondrial		2	2	2	950
